sample_rank,question_item_id,question_class_id,channel,topic,risk_group,answer_classification,answer_quality,customer_question_safe,context_summary,historical_manager_answer_safe,historical_answer_presence,client_followup_observed,technique,unsafe_reasons,outdated_or_unverified_fact_risks,usable_as_example,usable_as_fact,safe_pattern_summary,safe_pattern_template,required_fact_keys,bot_permission,answer_evidence_status,occurred_at,source_ref
219,question_item:6e3eeb8cdc9366e126e97cabc9a78a6e,question_class:40b77e9bd096eb0638d26e6794c9612c,call,маткапитал,legal_docs,unsafe,unsafe_for_client_layer,"Клиент подтверждает намерение обучаться в 2025-2026 году и спрашивает, можно ли оплатить годовые курсы материнским капиталом; также описывает цель: информатика и физика для сильной подготовки к поступлению после 11 класса.",класс: оплата / возврат / чек / оплата материнским капиталом / регулярный курс / физика / 11 класс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Да, ученик, зафиксировала: 10 класс, информатика и физика, нужна сильная подготовка с прицелом на поступление после 11 класса, ближе к продвинутому/олимпиадному уровню. По оплате материнским капиталом я отправлю на почту инструкцию и список документов. После отправки напишу/перезвоню, чтобы проверить, все ли понятно и можно ли запускать оформление за год по двум предметам.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-08-08T09:07:43+00:00,call:enriched_reviews.csv#moment=c3d01a4a0912
220,question_item:6fa48a9c4d74e10fb2a8a61240620606,question_class:b40780a5f8080e3a1f9163ac72811db5,call,маткапитал,legal_docs,unsafe,unsafe_for_client_layer,да я хотела уточнить я отправила документы на оформление действующие правила изменения или отмены услуги на оплату материнским капиталом Вот я хотела уточнить готов ли уже действующие правила изменения или отмены услуги можно ли приезжать или еще пока нет Хорошо все поняла тогда жду письма Спасибо.,класс: оплата / возврат / чек / оплата материнским капиталом; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-08-23T13:14:48+00:00,call:enriched_reviews.csv#moment=63d4ce32c360
221,question_item:7231bd0d7428c3c6bdd0502aa99b7e94,question_class:9f274c6281718cd794bc87ac297e0bb8,call,маткапитал,legal_docs,unsafe,unsafe_for_client_layer,"Клиент не понимает, как актуальное окно записи летний лагерь на сайте, потому что форма не отправляется, и просит оформить запись на 2 смену, а также уточняет оплату материнским капиталом, аллергию и размещение с одноклассником.",класс: письма / справки / подтверждающие документы / материнский капитал / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: ['documents.current'],"Понял, если сайт не отправляет заявку, я сейчас оформлю актуальное окно записи вручную. ученик на 2 смену актуальное окно записи июля, физико-математическое направление. Оплату материнским капиталом можно оформить: я пришлю на почту подтверждение записи и список документов. Аллергию и просьбу проживать с одноклассником я отдельно отмечу в заявке; ближе к выезду будет памятка, где нужно будет еще раз указать ограничения по здоровью.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-04-11T12:30:20+00:00,call:enriched_reviews.csv#moment=a380ff6aefb5
222,question_item:73fbfa4309fc598ac5fb46991b4ab6a5,question_class:9324bcae82a47610709f8dfe5c0850fc,call,маткапитал,legal_docs,unsafe,unsafe_for_client_layer,"решает сервисный вопрос по документам для оплаты маткапиталом: когда забрать пакет, можно ли сразу оформить второй период, чтобы не ездить дважды, и как будут готовы документы на ученик и ученик.",класс: письма / справки / подтверждающие документы / материнский капитал; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"поняла вас: нужно подготовить документы сразу по ученик и ученик так, чтобы вам не пришлось приезжать два раза. Ваше письмо я вижу, передаю специалисту по маткапиталу; менеджер свяжется с вами после проверки мы вам позвоним. По актуальные варианты актуальную стоимость отдельно отмечу в карточке и подтвердим, когда будем финально согласовывать документы.",present_redacted,not_reconstructed,ручная эскалация,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-11-10T11:12:39+00:00,call:enriched_reviews.csv#moment=55a8b5b2be7f
223,question_item:e984b6c775c607cdf27eb4bf280aa148,question_class:8de0bf34a96db420ce48f6367db9d2f3,telegram,налоговый вычет,legal_docs,outdated,needs_current_fact_check,А после вычета сколько будет?,класс: стоимость / итоговая сумма после вычета; продукт: не указан; формат: не указан; нужны факты: ['price.current'],Документы для налогового вычета можно будет получить после прохождения смены.,present_redacted,not_reconstructed,ручная эскалация,,requires_current_price|answer_status_requires_current_fact,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['price.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-06-28T07:36:46+00:00,telegram:local_vm_2024-[дата]#dialog=5d158aac8424;message=12444;part=2
224,question_item:15da7228b3b916efcdf0b043a2693f09,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Хочу получить вычет, но у меня только действующие правила изменения или отмены услуги, а для вычета требуется специальная справка.",класс: письма / справки / подтверждающие документы / документы для налоговой; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Добрый день! Напишите, пожалуйста, ФИО ученика.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-03-02T15:03:31+00:00,telegram:local_vm_2024-[дата]#dialog=01b2ca0c7175;message=10923;part=2
225,question_item:1e2d5b4c9b0509e7d5740b8af8729810,question_class:d98f1d8d7803e6313a93d47d232c015c,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Подскажите пожалуйста. Если ребенок ходил на курсы математики а в этом году на программирование. Могу ли я для портфолио попросить какую то бумагу, может сертификат или ещё что то для ребенка. Это очень важно для поступления в 7 класс.",класс: налоговый вычет / справки / регулярный курс / математика / 7 класс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Добрый день! Да, конечно. Напишите, пожалуйста, ФИО ученика.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-01-27T10:42:00+00:00,telegram:local_vm_2024-[дата]#dialog=[номер]d1e826;message=15186;part=1
226,question_item:49be608c1aa8aa899c420d9365395189,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Скажите пожалуйста, как получить готовые документы для вычета?",класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],Добрый день! Ваша справка на подписи. По готовности направим на эл. почту документы.,present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-02-18T12:08:11+00:00,telegram:local_vm_2024-[дата]#dialog=d8b264fc891c;message=10805;part=1
227,question_item:7097a44332048c6d93de339f9f308eaf,question_class:a81a994ed8432b65cc7b8d688d3b2b59,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Клиентка хочет записаться на курс математики с олимпиадным уклоном, выбирает утреннюю группу и сложный уровень, при этом уточняет разбивку оплаты, максимальные сроки внесения платежей и налоговый вычет.",класс: письма / справки / подтверждающие документы / документы для налоговой / олимпиады / математика; продукт: олимпиады; формат: не указан; нужны факты: ['documents.current'],"Фиксирую: математика, актуальное окно записи утром, олимпиадный уклон, целимся в продвинутый уровень после тестирования. По оплате: первую половину вы планируете внести актуальное окно записи, вторую я менеджер свяжется с вами после проверки вернусь с ответом руководства. На почту сейчас отправлю подтверждение записи и ссылку на действующие правила изменения или отмены услуги, а также информацию по налоговому вычету актуальные варианты.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-08-28T17:56:16+00:00,call:enriched_reviews.csv#moment=60fffb11094a
228,question_item:7912ca9639766f493e408216e5722348,question_class:75b4553f488c2bd449cb6bd34b8b1e29,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,Подскажите пожалуйста как закончить курс и получить сертификат?,класс: налоговый вычет / справки / документы для налогового вычета / регулярный курс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Добрый день! Нужно посмотреть (или просто открыть) каждое занятие на платформе, каждый тест, после этого появится кнопка ""завершить курс"" после последнего занятия и далее будет ""получить сертификат"".",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-06-17T08:07:44+00:00,telegram:local_vm_2024-[дата]#dialog=2926ecee990c;message=12280;part=1
229,question_item:8617febaeacdf8c99a36d93eb186b1a6,question_class:544b594fa3499daaf784a73b1d0dffb0,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Я обычно распечатывала, я просто распечатывала, обычно этот, как называется, клипочек, и с двери оплачивала.",класс: налоговый вычет / справки; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-08-13T13:53:54+00:00,call:enriched_reviews.csv#moment=c5ef1fa913d2
230,question_item:98d78f7ed00ca50ccb850d0fbff1dab9,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Добрый день, можно мне ещё за 2026 год для налогового вычета документы для предоставления работодателю на ученик.",класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],Добрый день! За 2026 год выдаем по окончанию обучения.,present_redacted,not_reconstructed,ручная эскалация,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-03-11T13:30:05+00:00,telegram:local_vm_2024-[дата]#dialog=a[номер]ca8;message=16322;part=1
231,question_item:a21e936073e3a4b70baf56754134a99d,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,А за прошлый год можно получить?,класс: письма / справки / подтверждающие документы / документы для налоговой; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Уточню информацию, так как это прошлый год.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-02-17T09:44:09+00:00,telegram:local_vm_2024-[дата]#dialog=a[номер]ca8;message=15810;part=1
232,question_item:a42522d1dd2159c3155e4fcd8e30d48a,question_class:da0066d18be6fccb0769edc0e4f28812,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Пожалуйста, как можно взять документы для вычета?",класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-03-18T13:41:02+00:00,call:enriched_reviews.csv#moment=a030ab[номер]
233,question_item:a516dc7aaba600a6f8fdb8caf853e06d,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,Как можно получить документы для налогового вычета?,класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Добрый день! Напишите, пожалуйста, ФИО ученика.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-12-29T07:21:39+00:00,telegram:local_vm_2024-[дата]#dialog=c343caa8cfea;message=14575;part=1
234,question_item:b66144b00fb2a53bda717decef0305e1,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,а налоговый вычет?,класс: письма / справки / подтверждающие документы / документы для налоговой; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],На эл. почту направили Вам заявление для предоставления справки в ФНС.,present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-02-02T07:45:54+00:00,telegram:local_vm_2024-[дата]#dialog=86cb98e9bfc2;message=15400;part=1
235,question_item:c4fcc7b452f05befe614d097cd2c2861,question_class:544b594fa3499daaf784a73b1d0dffb0,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Да, закажите пожалуйста, вычет будет получать супруг, нужны какие-то данные?",класс: налоговый вычет / справки; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],Заказали для Вас документы и отправили письмо на эл. почту с запросом данных для формирования справки для ФНС.,present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-02-11T09:59:27+00:00,telegram:local_vm_2024-[дата]#dialog=d8b264fc891c;message=10757;part=1
236,question_item:e781ceeaa1c78b3de98a0d3c93273523,question_class:da0066d18be6fccb0769edc0e4f28812,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,Клиент ожидал сервисное решение по документу для налогового вычета; менеджер сообщил статус и срок готовности.,класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"по документу для налогового вычета статус такой: он уже на подписи. Ожидаем готовность актуальное окно записи или актуальное окно записи, после подписания сразу отправим вам на почту. Если менеджер свяжется с вами после проверки статус и вернусь с ответом.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-02-04T11:59:25+00:00,call:enriched_reviews.csv#moment=9042feeb516e
237,question_item:16ddc3e19bdd4b190afc40e021113826,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,для действующие правила изменения или отмены услуги НДФЛ.,класс: письма / справки / подтверждающие документы / документы для налоговой; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Добрый день! Для получения справки об оплате образовательных услуг для подачи на налоговый вычет необходимо направить на почту удобный контакт: — Заполненное заявление (во вложении) в печатном виде (материал, который пришлет менеджер); — Прикрепить чеки/ выписки из банка/ квитанции из банка об оплате образовательных услуг за тот год, за который хотите получить справку. Справка будет выслана Вам в формате ПДФ после подписи руководителем на электронную почту в ближайшее время. Также, вместе со справкой, будет выслана образовательная лицензия и действующие правила изменения или отмены услуги на основании которого происходило обучение.",present_redacted,not_reconstructed,ручная эскалация,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2026-03-04T14:37:18+00:00,telegram:local_vm_2024-[дата]#dialog=4c416be417c8;message=16187;part=1
238,question_item:29f16f2b38f173252c0ab354ba162e26,question_class:56568a68e65ba0c63490a8bcd86cc744,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Клиент уточняет действующие правила изменения или отмены услуги, лицензию и налоговый вычет, расписание по субботам, возможности при пропуске, часы занятий, календарный график, программу и преподавателей.",класс: письма / справки / подтверждающие документы / документы для налоговой / регулярный курс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Да, сейчас повторно отправлю ссылку на действующие правила изменения или отмены услуги и программу на почту. Лицензия есть, поэтому по оплате можно будет оформить налоговый вычет. По субботам: физика актуальное окно записи, математика актуальное окно записи. Если пропустите, заранее пишете администратору: запросим материалы у преподавателя, а если будет место и подходящая группа, можно согласовать отработку в актуальное окно записи. Календарный график по датам я уточню отдельно и пришлю, если он уже утвержден.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-09-10T16:47:33+00:00,call:enriched_reviews.csv#moment=a076b2b0b11a
239,question_item:684451be62e12ae9ed03dbbb8e8fa2be,question_class:544b594fa3499daaf784a73b1d0dffb0,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Здравствуйте, а места на физ-мат направления тоже не остались для девочек?",класс: налоговый вычет / справки; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"К сожалению, да😔",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-12-22T10:59:44+00:00,telegram:local_vm_2024-[дата]#dialog=c7a4f453a515;message=14461;part=1
240,question_item:72d818faf88d5ba342de5ebad4d8c11c,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Уточните пожалуйста, для налогового вычета вы предоставляете документы?",класс: налоговый вычет / справки / документы для налогового вычета; продукт: не указан; формат: не указан; нужны факты: ['documents.current'],"Да, заказать для Вас?",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-02-11T09:33:36+00:00,telegram:local_vm_2024-[дата]#dialog=d8b264fc891c;message=10753;part=1
241,question_item:b367a6e686759227c890ccc7ed879623,question_class:f4914c7754bf3b8ab3046637ab65616a,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Клиент жалуется, что после года обучения не выдали бумажный сертификат с печатями и подписями, и спрашивает, почему его не раздали на последнем занятии.",класс: налоговый вычет / справки / регулярный курс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Понимаю ваше возмущение, вы правы: если сертификат нужен в бумажном виде, ситуация с поездкой в адрес, который подтвердит менеджер после окончания курса неудобная. Я сейчас зафиксирую, что нужен именно бумажный сертификат с печатью и подписью, и передам куратору вопрос по способу получения без лишней поездки: доставка, отправка или выдача в удобной точке, если это возможно. Электронную версию с печатью можем отправить сразу как временный вариант. менеджер свяжется с вами после проверки и скажут точное решение и срок готовности.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic|legal_or_refund_promise,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-05-28T14:16:04+00:00,call:enriched_reviews.csv#moment=5954d76eb224
242,question_item:b697f0b53be7d49547ceeb0a105acd17,question_class:ad284ad0919b15aa943e841ae838b8a6,call,налоговый вычет,legal_docs,unsafe,unsafe_for_client_layer,"Клиент уточняет, как оплатить семестр за математику и физику одной суммой через банковское приложение, а также проверяет формат занятий: идут ли уроки в реальном времени, есть ли записи, связь с преподавателем и налоговый вычет.",класс: письма / справки / подтверждающие документы / документы для налоговой / регулярный курс / математика; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Да, можно оплатить одной суммой по квитанции или QR-коду из письма. В назначении платежа укажите ФИО ребенка и два предмета: математика и физика. После оплаты просто ответьте на это письмо квитанцией, я отмечу у себя. По формату: это не самостоятельные записи. Урок идет вживую, ребенок может задавать вопросы преподавателю, потом запись остается для повторения. Плюс есть чат и Telegram-группа с преподавателем. Поэтому стоимость выше, чем у формата только по записям: здесь есть живое занятие и сопровождение.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic|legal_or_refund_promise,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-08-18T17:23:35+00:00,call:enriched_reviews.csv#moment=3e647d35e8c2
243,question_item:178346b3dece832a25f30069129b18f0,question_class:89597132c3c16410ce0a7a01f6f3354d,call,возврат,legal_docs,outdated,needs_current_fact_check,"Там, соответственно, если пересчитывать цену за урок, то где - то получается актуальную стоимость.",класс: стоимость / цена за урок или перерасчет; продукт: не указан; формат: не указан; нужны факты: ['price.current'],"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.",present_redacted,not_reconstructed,ручная эскалация,,requires_current_price|answer_status_requires_current_fact,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['price.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-11-19T15:52:13+00:00,call:enriched_reviews.csv#moment=94f72d365d76
244,question_item:00f1a4a73b48b6e9aac0156aa72624de,question_class:0fe916c56652299aaceb331592f9e8a7,call,возврат,legal_docs,unsafe,unsafe_for_client_layer,Клиент хотела уточнить актуальные варианты оплату вместо оплаты за семестр и отдельно спросила дату начала занятий.,класс: оплата / возврат / чек / оплата за период или часть курса / регулярный курс; продукт: регулярный курс; формат: не указан; нужны факты: ['documents.current'],"Да, вижу: ученик записан на третий класс, занятия по воскресеньям, старт актуальное окно записи. По актуальные варианты оплате я сейчас сам уточню у коллег по площадке, потому что у вас в прошлом году был такой порядок. Вернусь к вам актуальное окно записи и продублирую ответ на почту.",present_redacted,not_reconstructed,ручная эскалация,manager_only_high_risk_topic,requires_current_documents,false,false,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.","Понял(а), вопрос связан с документами и условиями. Передам менеджеру на проверку, чтобы ответ был по актуальным правилам.",['documents.current'],manager_only,manager_only,2025-09-03T11:30:16+00:00,call:enriched_reviews.csv#moment=[номер]bb89a
