sample_rank,question_item_id,question_class_id,channel,topic,risk_group,answer_classification,unsafe_reasons,outdated_or_unverified_fact_risks,historical_manager_answer_safe,safe_pattern_summary,usable_as_fact
220,question_item:6fa48a9c4d74e10fb2a8a61240620606,question_class:b40780a5f8080e3a1f9163ac72811db5,call,маткапитал,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
221,question_item:7231bd0d7428c3c6bdd0502aa99b7e94,question_class:9f274c6281718cd794bc87ac297e0bb8,call,маткапитал,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Понял, если сайт не отправляет заявку, я сейчас оформлю актуальное окно записи вручную. ученик на 2 смену актуальное окно записи июля, физико-математическое направление. Оплату материнским капиталом можно оформить: я пришлю на почту подтверждение записи и список документов. Аллергию и просьбу проживать с одноклассником я отдельно отмечу в заявке; ближе к выезду будет памятка, где нужно будет еще раз указать ограничения по здоровью.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
222,question_item:73fbfa4309fc598ac5fb46991b4ab6a5,question_class:9324bcae82a47610709f8dfe5c0850fc,call,маткапитал,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"поняла вас: нужно подготовить документы сразу по ученик и ученик так, чтобы вам не пришлось приезжать два раза. Ваше письмо я вижу, передаю специалисту по маткапиталу; менеджер свяжется с вами после проверки мы вам позвоним. По актуальные варианты актуальную стоимость отдельно отмечу в карточке и подтвердим, когда будем финально согласовывать документы.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
223,question_item:e984b6c775c607cdf27eb4bf280aa148,question_class:8de0bf34a96db420ce48f6367db9d2f3,telegram,налоговый вычет,legal_docs,outdated,,requires_current_price|answer_status_requires_current_fact,Документы для налогового вычета можно будет получить после прохождения смены.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
224,question_item:15da7228b3b916efcdf0b043a2693f09,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Добрый день! Напишите, пожалуйста, ФИО ученика.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
225,question_item:1e2d5b4c9b0509e7d5740b8af8729810,question_class:d98f1d8d7803e6313a93d47d232c015c,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Добрый день! Да, конечно. Напишите, пожалуйста, ФИО ученика.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
226,question_item:49be608c1aa8aa899c420d9365395189,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,Добрый день! Ваша справка на подписи. По готовности направим на эл. почту документы.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
227,question_item:7097a44332048c6d93de339f9f308eaf,question_class:a81a994ed8432b65cc7b8d688d3b2b59,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Фиксирую: математика, актуальное окно записи утром, олимпиадный уклон, целимся в продвинутый уровень после тестирования. По оплате: первую половину вы планируете внести актуальное окно записи, вторую я менеджер свяжется с вами после проверки вернусь с ответом руководства. На почту сейчас отправлю подтверждение записи и ссылку на действующие правила изменения или отмены услуги, а также информацию по налоговому вычету актуальные варианты.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
228,question_item:7912ca9639766f493e408216e5722348,question_class:75b4553f488c2bd449cb6bd34b8b1e29,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Добрый день! Нужно посмотреть (или просто открыть) каждое занятие на платформе, каждый тест, после этого появится кнопка ""завершить курс"" после последнего занятия и далее будет ""получить сертификат"".","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
229,question_item:8617febaeacdf8c99a36d93eb186b1a6,question_class:544b594fa3499daaf784a73b1d0dffb0,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
230,question_item:98d78f7ed00ca50ccb850d0fbff1dab9,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,Добрый день! За 2026 год выдаем по окончанию обучения.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
231,question_item:a21e936073e3a4b70baf56754134a99d,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Уточню информацию, так как это прошлый год.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
232,question_item:a42522d1dd2159c3155e4fcd8e30d48a,question_class:da0066d18be6fccb0769edc0e4f28812,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
233,question_item:a516dc7aaba600a6f8fdb8caf853e06d,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Добрый день! Напишите, пожалуйста, ФИО ученика.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
234,question_item:b66144b00fb2a53bda717decef0305e1,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,На эл. почту направили Вам заявление для предоставления справки в ФНС.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
235,question_item:c4fcc7b452f05befe614d097cd2c2861,question_class:544b594fa3499daaf784a73b1d0dffb0,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,Заказали для Вас документы и отправили письмо на эл. почту с запросом данных для формирования справки для ФНС.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
236,question_item:e781ceeaa1c78b3de98a0d3c93273523,question_class:da0066d18be6fccb0769edc0e4f28812,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"по документу для налогового вычета статус такой: он уже на подписи. Ожидаем готовность актуальное окно записи или актуальное окно записи, после подписания сразу отправим вам на почту. Если менеджер свяжется с вами после проверки статус и вернусь с ответом.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
237,question_item:16ddc3e19bdd4b190afc40e021113826,question_class:cca62417f59de4860924e78e29f2606a,telegram,налоговый вычет,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Добрый день! Для получения справки об оплате образовательных услуг для подачи на налоговый вычет необходимо направить на почту удобный контакт: — Заполненное заявление (во вложении) в печатном виде (материал, который пришлет менеджер); — Прикрепить чеки/ выписки из банка/ квитанции из банка об оплате образовательных услуг за тот год, за который хотите получить справку. Справка будет выслана Вам в формате ПДФ после подписи руководителем на электронную почту в ближайшее время. Также, вместе со справкой, будет выслана образовательная лицензия и действующие правила изменения или отмены услуги на основании которого происходило обучение.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
238,question_item:29f16f2b38f173252c0ab354ba162e26,question_class:56568a68e65ba0c63490a8bcd86cc744,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Да, сейчас повторно отправлю ссылку на действующие правила изменения или отмены услуги и программу на почту. Лицензия есть, поэтому по оплате можно будет оформить налоговый вычет. По субботам: физика актуальное окно записи, математика актуальное окно записи. Если пропустите, заранее пишете администратору: запросим материалы у преподавателя, а если будет место и подходящая группа, можно согласовать отработку в актуальное окно записи. Календарный график по датам я уточню отдельно и пришлю, если он уже утвержден.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
239,question_item:684451be62e12ae9ed03dbbb8e8fa2be,question_class:544b594fa3499daaf784a73b1d0dffb0,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"К сожалению, да😔","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
240,question_item:72d818faf88d5ba342de5ebad4d8c11c,question_class:da0066d18be6fccb0769edc0e4f28812,telegram,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Да, заказать для Вас?","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
241,question_item:b367a6e686759227c890ccc7ed879623,question_class:f4914c7754bf3b8ab3046637ab65616a,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic|legal_or_refund_promise,requires_current_documents,"Понимаю ваше возмущение, вы правы: если сертификат нужен в бумажном виде, ситуация с поездкой в адрес, который подтвердит менеджер после окончания курса неудобная. Я сейчас зафиксирую, что нужен именно бумажный сертификат с печатью и подписью, и передам куратору вопрос по способу получения без лишней поездки: доставка, отправка или выдача в удобной точке, если это возможно. Электронную версию с печатью можем отправить сразу как временный вариант. менеджер свяжется с вами после проверки и скажут точное решение и срок готовности.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
242,question_item:b697f0b53be7d49547ceeb0a105acd17,question_class:ad284ad0919b15aa943e841ae838b8a6,call,налоговый вычет,legal_docs,unsafe,manager_only_high_risk_topic|legal_or_refund_promise,requires_current_documents,"Да, можно оплатить одной суммой по квитанции или QR-коду из письма. В назначении платежа укажите ФИО ребенка и два предмета: математика и физика. После оплаты просто ответьте на это письмо квитанцией, я отмечу у себя. По формату: это не самостоятельные записи. Урок идет вживую, ребенок может задавать вопросы преподавателю, потом запись остается для повторения. Плюс есть чат и Telegram-группа с преподавателем. Поэтому стоимость выше, чем у формата только по записям: здесь есть живое занятие и сопровождение.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
243,question_item:178346b3dece832a25f30069129b18f0,question_class:89597132c3c16410ce0a7a01f6f3354d,call,возврат,legal_docs,outdated,,requires_current_price|answer_status_requires_current_fact,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
244,question_item:00f1a4a73b48b6e9aac0156aa72624de,question_class:0fe916c56652299aaceb331592f9e8a7,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Да, вижу: ученик записан на третий класс, занятия по воскресеньям, старт актуальное окно записи. По актуальные варианты оплате я сейчас сам уточню у коллег по площадке, потому что у вас в прошлом году был такой порядок. Вернусь к вам актуальное окно записи и продублирую ответ на почту.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
245,question_item:0109673572e6fa690074fcabdc333379,question_class:ccf17b86c6a990416660bd342fb62771,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Да, продвинутую/олимпиадную группу тогда снимаем, если по прошлому опыту она не подходит. Реалистичные варианты такие: математика базовая очно в актуальное окно записи или онлайн по семестру с доплатой актуальную стоимость; по физике онлайн есть актуальное окно записи и актуальное окно записи, группы меньше. Обсудите с сыном, что для него приоритетнее, и я менеджер свяжется с вами после проверки, чтобы зафиксировать выбранный вариант.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
246,question_item:01d5f0f0f52ce7b36ba25da1f8bc9da5,question_class:69e648f12d4d8364caf1be90f00efa95,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Да, звонили по оплате второго семестра ученик. Информацию по оплате направим на вашу почту, оплатить нужно актуальное окно записи. После оплаты, пожалуйста, пришлите чек ответным письмом. Если письмо не придет менеджер свяжется с вами после проверки нам, продублируем.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
247,question_item:02758b073d3580e35c074c3e101188ec,question_class:f046f096b02f812848ce1a8e2af40609,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Понял вас, значит, вам обещали два расчета: оплату актуальное окно записи и за весь семестр. Сейчас сверю почту и отправлю оба варианта вместе со ссылкой на личный кабинет и квитанцией с QR-кодом. Письмо уйдет менеджер свяжется с вами после проверки спам, а я дополнительно смогу продублировать.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
248,question_item:038f80e7ad7de023168171ae0cf0fa77,question_class:51e638ae04ee63cc5ab0717b8f32d774,telegram,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,в назначении платежа необходимо указать ФИО ученика и предмет.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
249,question_item:03a524d1d77dda36d76bbabc71d3e8f1,question_class:66972d2e0bbb99a007550f170e461695,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"понял: вам важны июнь или июль, август не рассматриваете, и направление именно информатика с проживанием. По программе ученик ближе Python и игровые/консольные проекты, поэтому я отправлю вам именно эту программу, условия проживания, трансфер, стоимость и правила оплаты. По срокам оплаты: место закрепляется после оплаты, поэтому в письме отдельно отмечу актуальное наличие мест и до какого числа лучше принять решение. менеджер свяжется с вами после проверки, получилось ли посмотреть.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
250,question_item:0476df874cbeba20f74326bd0b685a80,question_class:ac74bca68220f0e531f3f72d29000987,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Понял вас: сейчас оплатить не получается, планируете после актуальное окно записи. Важно, что вы в курс не заходили — тогда проверю, что долг не начисляется и что подключение можно сделать после оплаты. Я сверю ваше письмо и статус заявки, после актуальное окно записи свяжусь с вами, например актуальное окно записи, и подскажу точный порядок оплаты и подключения.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
251,question_item:04d67fb357256f10a899b141036e5ea2,question_class:51e638ae04ee63cc5ab0717b8f32d774,telegram,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|contains_unverified_date_or_time|review_requires_actual_fact_check,Для наших учеников сейчас действует актуальные варианты. актуальное окно записи можно произвести оплату за будущий учебный год по прайсу [дата]г.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
252,question_item:0547d41453de11fd702f13194d941053,question_class:73d0b0126172f6e22d86c669b58e658a,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Да, оплату вижу: актуальную стоимость поступили, вы записаны на августовскую смену с 15 по 25 число. По почте уточню отдельно: адрес у нас остается прежний, письма будут приходить с него же, просто мы сейчас работаем через веб-версию. Вам дополнительно ничего отправлять не нужно, если бухгалтерия запросит подтверждение, я напишу вам на email. Для спокойствия продублирую подтверждение записи письмом.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
253,question_item:0644ee2c9b03ed5cc34964b9bd73ae60,question_class:dab7fdfa29de10d6175079f2dcd8d6d3,telegram,возврат,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,Спасибо! ученик в актуальное окно записи к актуальное окно записи.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
254,question_item:0649b84310519bda668d7e35686d0ed8,question_class:712f421d388bb834c9eda188b5c67aba,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"поняла ситуацию: было только одно занятие, актуальные вариантыь пропусков по объективным причинам, и вам нужно понять, что делать с оплатой и дальнейшим форматом. Я передам куратору два вопроса отдельно: по списанию/переносам и по возможности индивидуальных занятий ученик. Сейчас отправлю вам письмо с контактами, на него можно ответить с деталями; также отмечу, что вам удобны актуальное окно записи или актуальное окно записи и нужен план по ученик.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
255,question_item:06571d7f11775ebd4fd0729f3929ab66,question_class:506b5d9f41c5dd75ed86a8ed382658df,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"поняла: ученик предварительно фиксирую на физику и информатику, место актуальное окно записи по условиям предзаписи. Раз оплату обычно согласует папа, давайте сделаем так: вы передадите ему информацию, а я буду ждать звонка актуальное окно записи вечером. Если удобнее, продиктуйте его номер или время, когда нам лучше связаться, чтобы быстро подтвердить оплату актуальное окно записи.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
256,question_item:065a5957537753edde4706391bf3bdc0,question_class:db7584fccaa00d8951d5415a29439512,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"По математике для первого класса у нас сейчас базовая группа, отдельного входного собеседования обычно нет. Давайте сделаем так: вы приходите на первое занятие, преподаватель смотрит уровень ребят и после урока дает рекомендацию - оставаться в этой группе или подбирать другой вариант. По актуальную стоимость за 4 занятия на одного ребенка, математика столько же, оплата по каждому ребенку отдельно; сейчас отправлю реквизиты, адрес и подтверждение записи на почту.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
257,question_item:068e4ab4dc20b76c77b8294ed77c3957,question_class:023e9a0bbc7e4194e4affc2aef2a4378,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Давайте я зафиксирую расчет, чтобы не запутаться. На пробное в актуальное окно записи сейчас получается актуальную стоимость за предмет; по двум детям сумма такая-то. Если после пробного продолжаете, я отдельно посчитаю остаток актуальное окно записи с учетом актуальные варианты на второй/третий предмет и многодетности. Сейчас отправлю в WhatsApp адрес, выход из метро, расписание и сумму к оплате, а после занятия свяжусь с вами и помогу выбрать абонемент.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
258,question_item:068e58b9c9d6b53ca2fe523655f72db9,question_class:fd6d3362f57fd6daeb86d1cb9a3516ce,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Понял, вам нужно подтвердить актуальную стоимость календарный год для налогового вычета. Сейчас проверю обучение и платежи Тимофея по нужным датам. Если актуальные вариантыи чеков нет у вас на руках, уточню у бухгалтерии, что можем восстановить или выдать справкой, и сообщу вам результат.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
259,question_item:07b491083432112f8a5ee6a28068d129,question_class:23553c1b6f62a387f29427d1d0b97f65,call,возврат,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Да, поняла: актуальное окно записи ученик пропустил только физику, на математике был, прошлую неделю отмечаем как пропуск из-за экзаменов. По оплате за этот месяц квитанция с датами уже у вас на почте. Если удобно, оплатите актуальное окно записи и пришлите, пожалуйста, чек ответным письмом, чтобы мы сразу отметили оплату.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
260,question_item:07e2675b3b8c2b0daf569984e0ec3c83,question_class:15cb9adc7ccc16da32e849fa775aaaf3,call,возврат,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Понимаю вас, такой ответ преподавателя действительно звучит неконструктивно, особенно если ученик болел и пропустил тему по справке. Я зафиксирую: нужно передать преподавателю, что личные замечания лучше решать через куратора, а по пропущенным уравнениям с модулем нужно понять, как ученик может добрать материал. актуальное окно записи передам это старшему куратору и попрошу связаться с вами. Ссылку на личный кабинет сейчас продублирую, оплату отмечу, чек пришлите, пожалуйста, когда будет удобно.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
261,question_item:08609235c88f12ac501defdd24e2f8a4,question_class:d68d0af98652d653b8e7d96d3606a981,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Да, вижу оплату, места в августовской IT-группе есть, я перевожу вас с физмат-направления на IT. Программа сейчас планируется как школьная информатика плюс практика на Python: задачи, мини-проекты и игровые задания. Для ЕГЭ/ОГЭ это полезная база, но это не отдельный экзаменационный курс. Если в мае или позже изменятся темы августовской программы, мы сообщим вам; преподаватель, по текущей информации, не меняется.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
262,question_item:086cb86e8e1c7fc6a776ce40f2ef3f1f,question_class:696452e8ea9082bc9e8965231c574fb3,call,возврат,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"давайте соберу в один вариант: математика 6 класс по воскресеньям актуальное окно записи, можно начать с базовой или олимпиадной и перейти после оценки уровня. Информатика идет в актуальное окно записи, то есть по времени после математики. Сейчас отправлю письмо с расчетом за год и отдельно отмечу условия перехода между группами. После оплаты пришлите, пожалуйста, чек на почту.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
263,question_item:070ef15318479a478aece4c6af418180,question_class:ebf090558e0a2c93a728a43fef6420f8,telegram,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"Добрый день! Работы на проверке, актуальное окно записи будут готовы результаты. 🙏","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
264,question_item:1839879e72315c4978c9854974e84102,question_class:2baa60e58fae1a460436e4ff1a91990f,call,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"Понимаю, он только начал заниматься, и обидно терять занятия из-за школьных пробников. Для рассмотрения пропуска нужна справка из школы, что в эти даты он был на обязательных пробниках или подготовке. Уточните, пожалуйста, у классного руководителя, смогут ли ее выдать, и передайте нам — мы приложим к заявлению и сообщим результат по перерасчету или сохранению занятия.","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
265,question_item:214ca6c4bf42ba92af6d943df85bf6dc,question_class:ebf090558e0a2c93a728a43fef6420f8,call,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"Спасибо, это важный отзыв. Да, олимпиадный курс действительно может быть сильнее и шире базового ОГЭ, поэтому после пробника актуальное окно записи лучше посмотреть результат и понять, есть ли пробелы именно по экзаменационному формату. Я зафиксирую это и после пробника смогу сориентировать, нужна ли отдельная отработка ОГЭ или текущего курса достаточно.","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
266,question_item:3169a3bc126a2a294a8c8aa7571fbb34,question_class:fd4a5130de9544769e00f94020bcdda9,telegram,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"Пробных занятий у нас нет, можно сходить 1 раз, если не подойдет то оплатить 1 занятие, если решите остаться, то оплатить или 4 занятия актуальную стоимость, или актуальное окно записи - актуальную стоимость за 16 занятий.","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
267,question_item:4af9fed4ab65751381a368267616ebde,question_class:2baa60e58fae1a460436e4ff1a91990f,telegram,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"К сожалению, нет. Можем направить Вам фрагмент одного из занятий.","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
268,question_item:4b675edbdddabbea22c6d5785ad1a898,question_class:342ce2d43eda754f30cdf74394d60da4,call,пробное занятие,safe,outdated,,requires_current_schedule|requires_current_trial|answer_status_requires_current_fact,"Да, понимаю, у этой школы действительно бывает сложно остановиться. Я пришлю на почту схему прохода, кабинет и контакт администратора, чтобы ученик спокойно дошел сам. По группе: это сильная группа, ее задача как раз не снижать уровень, а тянуть ребят выше. По преподавателю я сейчас уточню конкретные детали и также добавлю их в письмо, чтобы у вас было не общее впечатление, а понятная информация.","Подтвердить интерес к пробному занятию, уточнить класс, предмет и формат без обещания конкретного слота.",false
