test_id,brand,category,subcategory,client_message,actual_route,failure_class,issue_ru,needs_dmitry_answer,what_to_check,my_comment,draft_text
tax_amount_foton_01_v4,foton,tax,amount,Сколько вернут по налоговому вычету за обучение ребёнка?,manager_only,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","Здравствуйте! По налоговому вычету за обучение ребёнка можно вернуть до 14 300 ₽ в год, если расходы попадают под действующий лимит. За 2023 год и более ранние годы лимит был ниже — до 6 500 ₽. Точная сумма зависит от года оплаты и фактически оплаченной суммы. Менеджер подскажет, какие документы нужны для подачи."
tax_amount_foton_02_v4,foton,tax,two_children,А если за двоих детей подавать вычет — сколько вернут?,manager_only,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","Менеджер свяжется и подготовит справку: срок до 10 дней, постараемся раньше. Уточним данные для подготовки."
tax_amount_foton_03_v4,foton,tax,retroactive,За прошлый год вычет ещё можно оформить?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Да, есть лицензия на ведение образовательной деятельности. Менеджер поможет подготовить документы для налогового вычета."
tax_amount_unpk_01_v4,unpk,tax,amount,Какую сумму можно вернуть через налоговый вычет за курсы?,manager_only,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","Да, есть лицензия на ведение образовательной деятельности. Менеджер поможет подготовить документы для налогового вычета."
tax_amount_unpk_02_v4,unpk,tax,two_children,"У меня двое детей на курсах, сколько вернут на обоих?",manager_only,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","ФНС рассматривает заявление и принимает решение. Справка помогает подтвердить обучение, а менеджер подскажет порядок оформления."
tax_amount_unpk_03_v4,unpk,tax,retroactive,А за прошлый год вычет тоже сделаете?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Менеджер свяжется и подготовит справку: срок до 10 дней, постараемся раньше. Уточним данные для подготовки."
matkap_19plus_foton_01_v4,foton,matkap,age_over_18,"Можно оплатить курс маткапиталом, ребёнку уже 19?",draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Да, оплата федеральным материнским капиталом возможна. Если ученику уже 18 лет или больше, по возрастным условиям маткапитала есть ограничения. Уточню у менеджера, подходит ли ваш случай, и вернусь с порядком оформления. Подскажите, пожалуйста, какой курс рассматриваете?"
matkap_19plus_unpk_01_v4,unpk,matkap,age_over_18,"Маткапиталом можно оплатить, если ребёнку 19 лет?",draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! По оплате материнским капиталом для ученика 19 лет есть возрастные ограничения. Я уточню у менеджера, подходит ли ваш случай, и он вернётся с ответом в течение рабочего дня. Подскажите, пожалуйста, какой курс рассматриваете?"
trial_online_foton_01_v4,foton,trial,online,Можно записаться на онлайн пробное занятие?,draft_for_manager,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","Здравствуйте! Да, онлайн-пробное занятие можно пройти бесплатно, оно длится около 30 минут. Подскажите, пожалуйста, предмет, класс или возраст ребёнка и удобные дни/время — сориентирую по ближайшим вариантам записи."
trial_online_unpk_01_v4,unpk,trial,online,"Есть онлайн пробное, чтобы попробовать перед оплатой?",draft_for_manager,route_too_loose,"Бот отвечает слишком свободно: возможно, надо увести к менеджеру.",нет,"Проверить вручную: если тема рискованная, усилить маршрут до manager_only.","Потенциальный риск выше среднего: надо проверить, не отвечает ли бот там, где нужен менеджер.","Здравствуйте! Да, онлайн-пробное занятие есть: оно бесплатное и длится около 30 минут. Перед оплатой можно попробовать формат. Менеджер подберет подходящий вариант и подскажет, как подключиться."
trial_offline_unpk_01_v4,unpk,trial,offline,Очное пробное в Долгопрудном есть?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! На данный момент бесплатное очное пробное занятие недоступно. Передам менеджеру, он подскажет, какие есть варианты по очному знакомству с обучением."
enroll_known_phone_foton_01_v4,foton,enrollment,partial_collect,"Меня зовут Анна, мой телефон +79261112233, хочу записать сына в 7 класс на физику онлайн",draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте, Анна! Записать сына в 7 класс на физику онлайн можем сориентировать в рамках Фотона. Для оформления, пожалуйста, пришлите ФИО сына и email родителя. Менеджер проверит доступные варианты и подскажет следующий шаг."
enroll_anon_unpk_01_v4,unpk,enrollment,partial_collect,Хочу записать ребёнка на курс. Что нужно?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Поможем с записью. Подскажите, пожалуйста, возраст или класс ребёнка, какой курс рассматриваете и какой формат удобен — онлайн или очно. Менеджер сориентирует по подходящей группе и дальнейшим шагам."
b2b_school_foton_01_v4,foton,b2b,partnership,"Здравствуйте, наша школа хочет с вами сотрудничать по подготовке учеников",manager_only,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Спасибо за обращение. Передам ваш запрос ответственному менеджеру, он сориентирует по возможным форматам сотрудничества в рамках Фотона."
group_discount_unpk_01_v4,unpk,b2b,group_discount,"Хотим записать целый класс, какая будет групповая скидка?",draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Для групповой записи класса условия скидки нужно рассчитать индивидуально: они зависят от количества учеников, программы, формата и периода обучения. Подскажите, пожалуйста, сколько детей планируете записать, какой класс и какое направление интересует? После этого сориентируем по возможным условиям в рамках УНПК МФТИ."
removed_preschool_unpk_01_v4,unpk,preschool,removed,Сколько стоят занятия для дошкольников на Пацаева?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Уточню актуальную стоимость и наличие занятий для дошкольников на Пацаева у менеджера, чтобы сориентировать вас по свежим условиям."
removed_patsayeva2x_unpk_01_v4,unpk,pricing,removed_patsayeva,"Хочу ЕГЭ-математику 2 раза в неделю на Пацаева, сколько стоит?",draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.",Здравствуйте! По программе ЕГЭ по математике 2 раза в неделю на Пацаева нужно уточнить актуальные варианты у менеджера: сейчас этот формат не предлагается. Подберем доступные группы подготовки и сориентируем по стоимости и расписанию.
removed_lobnya_unpk_01_v4,unpk,location,removed_lobnya,Занятия в Лобне у вас ещё есть?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.",Здравствуйте! По этой очной площадке нужно проверить актуальный статус в расписании. Уточню доступные варианты по вашему направлению и вернусь с ответом.
diagnostic_foton_01_v4,foton,testing,diagnostic_after_payment,"Есть бесплатный тест перед оплатой, чтобы понять уровень ребёнка?",draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Да, мы можем сориентировать по уровню ребёнка, но формат проверки зависит от курса, класса и выбранного направления. Подскажите, пожалуйста, класс ребёнка и какой предмет или программу рассматриваете, чтобы менеджер уточнил подходящий вариант диагностики."
diagnostic_unpk_01_v4,unpk,testing,diagnostic_after_payment,"Можно сначала пройти тестирование, а потом решить оплачивать или нет?",draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! По текущему порядку диагностическое тестирование проводится после оформления обучения, поэтому пройти его заранее, чтобы потом решить вопрос с оплатой, не получится. Могу сориентировать по программе и подходящему уровню по возрасту, классу и целям обучения."
future_price_foton_01_v4,foton,pricing,future_price,А сколько онлайн-курс будет стоить после 1 августа?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.",Онлайн-обучение в Фотоне: есть варианты оплаты за семестр и за год. Менеджер подскажет актуальную стоимость под ваш класс и курс.
