priority,approval_item_id,item_type,topic,fact_id_ref,brand,product,manager_text,suggested_decision,rop_question,source_id,linked_open_question,risk_notes
P2,approve:fact_v3_foton_online_platform_recording_c7ca137a13,program,08_program,fact:v3:foton:online_platform_recording:c7ca137a13,foton,online_platform,"Фотон: онлайн-платформа, онлайн — да.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, online platform? Факт: Фотон: онлайн-платформа, онлайн — да.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_foton_results_social_proof_ege_avg_above_country_pts_c223cc5bc2,program,08_program,fact:v3:foton:results_social_proof_ege_avg_above_country_pts:c223cc5bc2,foton,results_social_proof,"Фотон: results social proof , ege avg above country pts — 25.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, results social proof? Факт: Фотон: results social proof , ege avg above country pts — 25.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_foton_results_social_proof_industry_rating_2025_530cec6ff0,program,08_program,fact:v3:foton:results_social_proof_industry_rating_2025:530cec6ff0,foton,results_social_proof,"Фотон: results social proof , industry rating 2025 — Лидер отрасли.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, results social proof? Факт: Фотон: results social proof , industry rating 2025 — Лидер отрасли.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_foton_results_social_proof_oge_grade_5_pct_7df0ad3343,program,08_program,fact:v3:foton:results_social_proof_oge_grade_5_pct:7df0ad3343,foton,results_social_proof,"Фотон: results social proof , oge grade 5 pct — 92.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, results social proof? Факт: Фотон: results social proof , oge grade 5 pct — 92.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_foton_results_social_proof_total_alumni_82a8e99787,program,08_program,fact:v3:foton:results_social_proof_total_alumni:82a8e99787,foton,results_social_proof,"Фотон: results social proof , total alumni — 100 000.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, results social proof? Факт: Фотон: results social proof , total alumni — 100 000.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_foton_results_social_proof_university_admission_pct_991635cffd,program,08_program,fact:v3:foton:results_social_proof_university_admission_pct:991635cffd,foton,results_social_proof,"Фотон: results social proof , university admission pct — 97.",approve_for_client_answer_after_rop_review,"Подтверждаете актуальность программы, сроков и ограничений: Фотон, results social proof? Факт: Фотон: results social proof , university admission pct — 97.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P2,approve:fact_v3_internal_allowed_for_client_answer_4f578b47c3,program,08_program,fact:v3:internal:allowed_for_client_answer:4f578b47c3,internal,allowed_for_client_answer,"Внутренне: allowed for client answer — нет. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, allowed for client answer? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: allowed for client answer — нет.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_amo_brand_split_in_funnels_d662dc0db2,program,08_program,fact:v3:internal:crm_brand_groups_amo_brand_split_in_funnels:d662dc0db2,internal,crm_brand_groups,"Внутренне: amo , brand split in funnels — нет. [client_blocked: global_forbidden:AMO, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: amo , brand split in funnels — нет.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['global_forbidden:AMO', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_amo_rule_22daee129f,program,08_program,fact:v3:internal:crm_brand_groups_amo_rule:22daee129f,internal,crm_brand_groups,"Внутренне: amo , rule, правило — Воронок с брендом нет. Бот определяет бренд НЕ из AMO, а из самого Telegram-канала входа.. [client_blocked: global_forbidden:AMO, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: amo , rule, правило — Воронок с брендом нет. Бот определяет бренд НЕ из AMO, а из самого Telegram-канала входа.. [client_blocked: global_forbidden:AMO, internal_only, in",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['global_forbidden:AMO', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_bot_brand_detection_strategy_architecture_d1aa8c98d8,program,08_program,fact:v3:internal:crm_brand_groups_bot_brand_detection_strategy_architecture:d1aa8c98d8,internal,crm_brand_groups,"Внутренне: bot brand detection strategy , architecture — two separate bots. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: bot brand detection strategy , architecture — two separate bots.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_bot_brand_detection_strategy_foton_bot_telegram_c058035a35,program,08_program,fact:v3:internal:crm_brand_groups_bot_brand_detection_strategy_foton_bot_telegram:c058035a35,internal,crm_brand_groups,"Внутренне: bot brand detection strategy , foton bot telegram — @TODO foton bot. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: bot brand detection strategy , foton bot telegram — @TODO foton bot.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_bot_brand_detection_strategy_safety_implication_8f3ebc9eeb,program,08_program,fact:v3:internal:crm_brand_groups_bot_brand_detection_strategy_safety_implication:8f3ebc9eeb,internal,crm_brand_groups,"Внутренне: bot brand detection strategy , safety implication — Полная изоляция: клиент пишет одному боту, второй не видит. Cross-brand утечка невозможна на уровне канала.. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: bot brand detection strategy , safety implication — Полная изоляция: клиент пишет одному боту, второй не видит. Cross-brand утечка невозможна на уровне канала.. [client_",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_bot_brand_detection_strategy_unpk_bot_telegram_5332425087,program,08_program,fact:v3:internal:crm_brand_groups_bot_brand_detection_strategy_unpk_bot_telegram:5332425087,internal,crm_brand_groups,"Внутренне: bot brand detection strategy , unpk bot telegram — @TODO unpk bot. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: bot brand detection strategy , unpk bot telegram — @TODO unpk bot.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_brand_split_in_groups_ff2f504ac3,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_brand_split_in_groups:ff2f504ac3,internal,crm_brand_groups,"Внутренне: tallanto , brand split in groups — нет. [client_blocked: global_forbidden:Tallanto, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: tallanto , brand split in groups — нет.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['global_forbidden:Tallanto', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_detection_in_scripts_d804e0fb56,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_detection_in_scripts:d804e0fb56,internal,crm_brand_groups,"Внутренне: tallanto , detection in scripts — В скрипте обзвонов Насти: 'Если в названии группы стоит (УНПК), то звоним от УНПК. Остальным звоним от ФОТОН.' — это правило обзвонов, не определение бренда.. [client_blocked: cross_brand_text, global_forbidden:Tallanto, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: tallanto , detection in scripts — В скрипте обзвонов Насти: 'Если в названии группы стоит (УНПК), то звоним от УНПК. Остальным звоним от ФОТОН.' — это правило обзвонов,",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'global_forbidden:Tallanto', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_heuristics_for_manager_mfti_branch_c3f4bc6915,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_heuristics_for_manager_mfti_branch:c3f4bc6915,internal,crm_brand_groups,"Внутренне: heuristics for manager , mfti branch — МФТИ-филиал — почти всегда УНПК МФТИ. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: heuristics for manager , mfti branch — МФТИ-филиал — почти всегда УНПК МФТИ.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_heuristics_for_manager_moscow_4f3e47286f,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_heuristics_for_manager_moscow:4f3e47286f,internal,crm_brand_groups,"Внутренне: heuristics for manager , moscow, Москва — Москва — есть и УНПК и Фотон (скорее Фотон, но много исключений). [client_blocked: cross_brand_text, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: heuristics for manager , moscow, Москва — Москва — есть и УНПК и Фотон (скорее Фотон, но много исключений). [client_blocked: cross_brand_text, internal_only, invalid_cli",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_heuristics_for_manager_online_bab85d3698,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_heuristics_for_manager_online:bab85d3698,internal,crm_brand_groups,"Внутренне: heuristics for manager , online, онлайн — Онлайн — есть и УНПК и Фотон (скорее Фотон, но много исключений). [client_blocked: cross_brand_text, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: heuristics for manager , online, онлайн — Онлайн — есть и УНПК и Фотон (скорее Фотон, но много исключений). [client_blocked: cross_brand_text, internal_only, invalid_cli",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_heuristics_for_manager_patsayeva_branch_886e3aa5db,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_heuristics_for_manager_patsayeva_branch:886e3aa5db,internal,crm_brand_groups,"Внутренне: heuristics for manager , patsayeva branch — Пацаева — почти всегда УНПК МФТИ. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: heuristics for manager , patsayeva branch — Пацаева — почти всегда УНПК МФТИ.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_crm_brand_groups_tallanto_note_09f2a46551,program,08_program,fact:v3:internal:crm_brand_groups_tallanto_note:09f2a46551,internal,crm_brand_groups,"Внутренне: tallanto , note — Эвристики не используются ботом — они для менеджера. Бот определяет бренд только по каналу входа.. [client_blocked: global_forbidden:Tallanto, global_forbidden:я бот, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, crm brand groups? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: tallanto , note — Эвристики не используются ботом — они для менеджера. Бот определяет бренд только по каналу входа.. [client_blocked: global_forbidden:Tallanto, global_f",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['global_forbidden:Tallanto', 'global_forbidden:я бот', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_1_found_in_7e329c761b,program,08_program,fact:v3:internal:cross_brand_sources_inventory_1_found_in:7e329c761b,internal,cross_brand_sources_inventory,"Внутренне: 1 , found in — enrichment log/01 gdrive exports review part2.md. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 1 , found in — enrichment log/01 gdrive exports review part2.md.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_1_rule_a1fcddf683,program,08_program,fact:v3:internal:cross_brand_sources_inventory_1_rule:a1fcddf683,internal,cross_brand_sources_inventory,"Внутренне: 1 , rule, правило — Весь файл — internal only. Это скрипт перевода клиента с УНПК на Фотон. Бот ни одного из брендов не должен использовать ни одну фразу из этого скрипта.. [client_blocked: cross_brand_text, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 1 , rule, правило — Весь файл — internal only. Это скрипт перевода клиента с УНПК на Фотон. Бот ни одного из брендов не должен использовать ни одну фразу из этого скрипт",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_1_severity_1328a3ef45,program,08_program,fact:v3:internal:cross_brand_sources_inventory_1_severity:1328a3ef45,internal,cross_brand_sources_inventory,"Внутренне: 1 , severity — critical. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 1 , severity — critical.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_1_source_id_3b7f77981d,program,08_program,fact:v3:internal:cross_brand_sources_inventory_1_source_id:3b7f77981d,internal,cross_brand_sources_inventory,"Внутренне: 1 , source id — unpk to foton script.txt. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 1 , source id — unpk to foton script.txt.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_1_type_b171ca24eb,program,08_program,fact:v3:internal:cross_brand_sources_inventory_1_type:b171ca24eb,internal,cross_brand_sources_inventory,"Внутренне: 1 , type — google drive doc export. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 1 , type — google drive doc export.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_2_found_in_18569f742d,program,08_program,fact:v3:internal:cross_brand_sources_inventory_2_found_in:18569f742d,internal,cross_brand_sources_inventory,"Внутренне: 2 , found in — enrichment log/01 gdrive exports review part3.md. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 2 , found in — enrichment log/01 gdrive exports review part3.md.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_2_rule_56d5ebaec8,program,08_program,fact:v3:internal:cross_brand_sources_inventory_2_rule:56d5ebaec8,internal,cross_brand_sources_inventory,"Внутренне: 2 , rule, правило — Стратегический pre-sales документ для МФТИ/РосНОУ. Перечисляет обе компании и внутренних людей (Тавлеев, Фабарисов и т.д.). Internal only.. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 2 , rule, правило — Стратегический pre-sales документ для МФТИ/РосНОУ. Перечисляет обе компании и внутренних людей (Тавлеев, Фабарисов и т.д.). Internal only.. [client_b",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_2_severity_b369354664,program,08_program,fact:v3:internal:cross_brand_sources_inventory_2_severity:b369354664,internal,cross_brand_sources_inventory,"Внутренне: 2 , severity — critical. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 2 , severity — critical.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_2_source_id_9d0c9be1c2,program,08_program,fact:v3:internal:cross_brand_sources_inventory_2_source_id:9d0c9be1c2,internal,cross_brand_sources_inventory,"Внутренне: 2 , source id — courses pk mfti unpk.txt. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 2 , source id — courses pk mfti unpk.txt.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_2_type_3cfbc5e088,program,08_program,fact:v3:internal:cross_brand_sources_inventory_2_type:3cfbc5e088,internal,cross_brand_sources_inventory,"Внутренне: 2 , type — google drive doc export. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 2 , type — google drive doc export.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_3_found_in_6ec3c1980e,program,08_program,fact:v3:internal:cross_brand_sources_inventory_3_found_in:6ec3c1980e,internal,cross_brand_sources_inventory,"Внутренне: 3 , found in — enrichment log/01 gdrive exports review part4.md. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 3 , found in — enrichment log/01 gdrive exports review part4.md.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_3_rule_f08d8351b7,program,08_program,fact:v3:internal:cross_brand_sources_inventory_3_rule:f08d8351b7,internal,cross_brand_sources_inventory,"Внутренне: 3 , rule, правило — Пункт 8 содержит фразу «лучшими являются две компании УНПК МФТИ и Фотон». Эта фраза запрещена в клиентском тексте.. [client_blocked: cross_brand_text, internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 3 , rule, правило — Пункт 8 содержит фразу «лучшими являются две компании УНПК МФТИ и Фотон». Эта фраза запрещена в клиентском тексте.. [client_blocked: cross_brand_text",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['cross_brand_text', 'internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_3_severity_ffdbb615aa,program,08_program,fact:v3:internal:cross_brand_sources_inventory_3_severity:ffdbb615aa,internal,cross_brand_sources_inventory,"Внутренне: 3 , severity — critical. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 3 , severity — critical.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_3_source_id_3d2481b4e7,program,08_program,fact:v3:internal:cross_brand_sources_inventory_3_source_id:3d2481b4e7,internal,cross_brand_sources_inventory,"Внутренне: 3 , source id — script positive answer flow.txt. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 3 , source id — script positive answer flow.txt.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_3_type_baf25cc91c,program,08_program,fact:v3:internal:cross_brand_sources_inventory_3_type:baf25cc91c,internal,cross_brand_sources_inventory,"Внутренне: 3 , type — google drive doc export. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 3 , type — google drive doc export.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_4_count_4cde34c35b,program,08_program,fact:v3:internal:cross_brand_sources_inventory_4_count:4cde34c35b,internal,cross_brand_sources_inventory,"Внутренне: 4 , count — 21. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 4 , count — 21.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_4_found_in_3955e07b61,program,08_program,fact:v3:internal:cross_brand_sources_inventory_4_found_in:3955e07b61,internal,cross_brand_sources_inventory,"Внутренне: 4 , found in — enrichment log/03 qa pairs topX per theme.md. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 4 , found in — enrichment log/03 qa pairs topX per theme.md.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_4_rule_f25aab43cf,program,08_program,fact:v3:internal:cross_brand_sources_inventory_4_rule:f25aab43cf,internal,cross_brand_sources_inventory,"Внутренне: 4 , rule, правило — 21 QA-пара упоминает оба бренда в одном ответе. Не использовать как client safe text.. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 4 , rule, правило — 21 QA-пара упоминает оба бренда в одном ответе. Не использовать как client safe text.. [client_blocked: internal_only, invalid_client_brand, manager_",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
P2,approve:fact_v3_internal_cross_brand_sources_inventory_4_severity_7c5f665e33,program,08_program,fact:v3:internal:cross_brand_sources_inventory_4_severity:7c5f665e33,internal,cross_brand_sources_inventory,"Внутренне: 4 , severity — high. [client_blocked: internal_only, invalid_client_brand, manager_only_route]",keep_internal_only,"Оставляем только для менеджера: Внутренне, cross brand sources inventory? Проверьте, не нужна ли клиентская короткая версия. Факт: Внутренне: 4 , severity — high.",claude_layer_v3:facts_internal_only,,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['internal_only', 'invalid_client_brand', 'manager_only_route']"
